Word,Synonym
aho,O my lord
pṛthā,Kuntī
api,also
dhriyate,bears her life
arbhaka-arthe,for the sake of fatherless children
rājarṣi,King Pāṇḍu
varyeṇa,the best
vināapi,without him
tena,him
yaḥ,one who
tu,but
eka,alone
vīraḥ,the warrior
adhirathaḥ,commander
vijigye,could conquer
dhanuḥ,the bow
dvitīyaḥ,the second
kakubhaḥ,directions
catasraḥ,four.
saumya,O gentle one
anuśoce,I lament
tam,him
adhaḥ-patantam,gliding down
bhrātre,on his brother’s
paretāya,death
vidudruhe,revolted against
yaḥ,one who
niryāpitaḥ,driven out
yena,by whom
suhṛt,well-wisher
sva-puryāḥ,from his own house
aham,myself
sva-putrān,with his own sons
samanu-vratena,accepting the same line of action.
saḥaham,"therefore, I"
hareḥ,of the Personality of Godhead
martya,in this mortal world
viḍambanena,without being recognized
dṛśaḥ,on sight
nṛṇām,of the people in general
cālayataḥ,bewildering
vidhātuḥ,in order to do it
na,not
anya,other
upalakṣyaḥ,seen by others
padavīm,glories
prasādāt,by the grace of
carāmi,do travel
paśyan,by seeing
gata-vismayaḥ,without doubt
atra,in this matter.
nūnam,of course
nṛpāṇām,of the kings
tri,three
mada-utpathānām,going astray out of false pride
mahīm,earth
muhuḥ,constantly
cālayatām,agitating
camūbhiḥ,by movement of soldiers
vadhāt,from the act of killing
prapanna,surrendered
ārti-jihīrṣaya,willing to relieve the distress of the sufferers
īśaḥ,the Lord
api,in spite of
upaikṣata,waited
agham,offenses
bhagavān,the Supreme Lord
kurūṇām,of the Kurus.
ajasya,of the unborn
janma,appearance
utpatha-nāśanāya,for the sake of annihilating the upstarts
karmāṇi,works
akartuḥ,of one who has nothing to do
grahaṇāya,to take up
puṁsām,of all persons
nanuanyathā,otherwise
kaḥ,who
arhati,may deserve
deha-yogam,contact of the body
paraḥ,transcendental
guṇānām,of the three modes of nature
uta,what to speak of
karma-tantram,the law of action and reaction.
tasya,His
prapanna,surrendered
akhila-loka-pānām,all rulers of the entire universe
avasthitānām,situated in
anuśāsane,under the control of
sve,own self
arthāya,for the interest of
jātasya,of the born
yaduṣu,in the family of the Yadus
ajasya,of the unborn
vārtām,topics
sakhe,O my friend
kīrtaya,please narrate
tīrtha-kīrteḥ,"of the Lord, whose glories are chanted in the places of pilgrimage."
śrī-śukaḥuvāca,Śrī Śukadeva said
iti,thus
bhāgavataḥ,the great devotee
pṛṣṭaḥ,being asked
kṣattrā,by Vidura
vārtām,message
priya-āśrayām,regarding the dearest
prativaktum,to reply
na,not
ca,also
utsehe,became eager
autkaṇṭhyāt,by excessive anxiety
smārita,remembrance
īśvaraḥ,the Lord.
yaḥ,one who
pañca,five
hāyanaḥ,years old
mātrā,by his mother
prātaḥ-āśāya,for breakfast
yācitaḥ,called for
tat,that
na,not
aicchat,liked
racayan,playing
yasya,whose
saparyām,service
bāla-līlayā,childhood.
saḥ,Uddhava
katham,how
sevayā,by such service
tasya,his
kālena,in course of time
jarasam,invalidity
gataḥ,undergone
pṛṣṭaḥ,asked for
vārtām,message
pratibrūyāt,just to reply
bhartuḥ,of the Lord
pādau,His lotus feet
anusmaran,remembering.
saḥ,Uddhava
muhūrtam,for a moment
abhūt,became
tūṣṇīm,dead silent
kṛṣṇa-aṅghri,the lotus feet of the Lord
sudhayā,by the nectar
bhṛśam,well matured
tīvreṇa,by very strong
bhakti-yogena,devotional service
nimagnaḥ,absorbed in
sādhu,good
nirvṛtaḥ,fully in love.
pulaka-udbhinna,bodily changes of transcendental ecstasy
sarva-aṅgaḥ,every part of the body
muñcan,smearing
mīlat,opening
dṛśā,by the eyes
śucaḥ,tears of grief
pūrṇa-arthaḥ,complete achievement
lakṣitaḥ,thus observed
tena,by Vidura
sneha-prasara,extensive love
samplutaḥ,thoroughly assimilated.
śanakaiḥ,gradually
bhagavat,the Lord
lokāt,from the abode
nṛlokam,the planet of the human beings
punaḥāgataḥ,coming again
vimṛjya,wiping
netre,eyes
viduram,unto Vidura
prītyā,in affection
āha,said
uddhavaḥ,Uddhava
utsmayan,by all those remembrances.
uddhavaḥuvāca,Śrī Uddhava said
kṛṣṇa-dyumaṇi,the Kṛṣṇa sun
nimloce,having set
gīrṇeṣu,being swallowed
ajagareṇa,by the great snake
ha,in the past
kim,what
nu,else
naḥ,our
kuśalam,welfare
brūyām,may I say
gata-śrīṣu,with good fortune gone away
gṛheṣu,in the house
aham,I.
durbhagaḥ,unfortunate
bata,certainly
lokaḥ,universe
ayam,this
yadavaḥ,the Yadu dynasty
nitarām,more specifically
api,also
ye,those
saṁvasantaḥ,living together
na,did not
viduḥ,understand
harim,the Personality of Godhead
mīnāḥ,the fishes
ivauḍupam,like the moon.
iṅgita-jñāḥ,expert in psychic study
puru-prauḍhāḥ,highly experienced
eka,one
ārāmāḥ,relaxation
ca,also
sātvatāḥ,"devotees, or own men"
sātvatāmṛṣabham,head of the family
sarve,all
bhūta-āvāsam,all-pervading
amaṁsata,could think.
devasya,of the Personality of Godhead
māyayā,by the influence of external energy
spṛṣṭāḥ,infected
ye,all those
ca,and
anyat,others
asat,illusory
āśritāḥ,being taken to
bhrāmyate,bewilder
dhīḥ,intelligence
na,not
tat,of them
vākyaiḥ,by those words
ātmani,in the Supreme Self
upta-ātmanaḥ,surrendered souls
harau,unto the Lord.
pradarśya,by exhibiting
atapta,without undergoing
tapasām,penances
avitṛpta-dṛśām,without fulfillment of vision
nṛṇām,of persons
ādāya,taking
antaḥ,disappearance
adhāt,performed
yaḥ,He who
tu,but
sva-bimbam,His own form
loka-locanam,public vision.
yat,His eternal form which
martya,mortal world
līlā-upayikam,just suitable for the pastimes
sva-yoga-māyā-balam,potency of the internal energy
darśayatā,for manifestation
gṛhītam,discovered
vismāpanam,wonderful
svasya,of His own
ca,and
saubhaga-ṛddheḥ,of the opulent
param,supreme
padam,ultimate stand
bhūṣaṇa,ornament
bhūṣaṇa-aṅgam,of the ornaments.
yat,the form which
dharma-sūnoḥ,of Mahārāja Yudhiṣṭhira
bata,certainly
rājasūye,in the arena of therājasūyasacrifice
nirīkṣya,by observing
dṛk,sight
svastyayanam,pleasing
tri-lokaḥ,the three worlds
kārtsnyena,in sum total
ca,thus
adya,today
iha,within the universe
gatam,surpassed
vidhātuḥ,of the creator (Brahmā)
arvāk,recent mankind
sṛtau,in the material world
kauśalam,dexterity
iti,thus
amanyata,contemplated.
yasya,whose
anurāga,attachment
pluta,enhanced by
hāsa,laughter
rāsa,humors
līlā,pastimes
avaloka,glancing
pratilabdha,obtained thereof
mānāḥ,anguished
vraja-striyaḥ,damsels of Vraja
dṛgbhiḥ,with the eyes
anupravṛtta,following
dhiyaḥ,by intelligence
avatasthuḥ,sat silently
kila,indeed
kṛtya-śeṣāḥ,without finishing household duties.
sva-śānta-rūpeṣu,unto the peaceful devotees of the Lord
itaraiḥ,"others, nondevotees"
sva-rūpaiḥ,according to their own modes of nature
abhyardyamāneṣu,being harassed by
anukampita-ātmā,the all-compassionate Lord
para-avara,spiritual and material
īśaḥ,controller
mahat-aṁśa-yuktaḥ,accompanied by the plenary portion ofmahat-tattva
hi,certainly
ajaḥ,the unborn
api,although
jātaḥ,is born
bhagavān,the Personality of Godhead
yathā,as if
agniḥ,the fire.
mām,to me
khedayati,gives me distress
etat,this
ajasya,of the unborn
janma,birth
viḍambanam,bewildering
yat,that
vasudeva-gehe,in the home of Vasudeva
vraje,in Vṛndāvana
ca,also
vāsaḥ,inhabitation
ari,enemy
bhayāt,because of fear
iva,as if
svayam,Himself
purāt,from Mathurā Purī
vyavātsīt,fled
yat,one who is
ananta-vīryaḥ,unlimitedly powerful.
dunoti,it gives me pain
cetaḥ,heart
smarataḥ,while thinking of
mama,my
etat,this
yat,as much as
āha,said
pādau,feet
abhivandya,worshiping
pitroḥ,of the parents
tāta,My dear father
amba,My dear mother
kaṁsāt,out of Kaṁsa’s
uru,great
śaṅkitānām,of those who are afraid
prasīdatam,be pleased with
naḥ,Our
akṛta,not executed
niṣkṛtīnām,duties to serve you.
kaḥ,who else
vā,either
amuṣya,the Lord’s
aṅghri,feet
saroja-reṇum,dust of the lotus
vismartum,to forget
īśīta,may be able
pumān,person
vijighran,smelling
yaḥ,one who
visphurat,expanding
bhrū-viṭapena,by the leaves of the eyebrows
bhūmeḥ,of the earth
bhāram,burden
kṛta-antena,by deathblows
tiraścakāra,executed.
dṛṣṭā,it has been seen
bhavadbhiḥ,by your good self
nanu,of course
rājasūye,in the assembly of therājasūyasacrifice performed by Mahārāja Yudhiṣṭhira
caidyasya,of the King of Cedi (Śiśupāla)
kṛṣṇam,unto Kṛṣṇa
dviṣataḥ,envying
api,in spite of
siddhiḥ,success
yām,which
yoginaḥ,theyogīs
saṁspṛhayanti,verily desire
samyak,fully
yogena,by performance ofyoga
kaḥ,who
tat,His
viraham,separation
saheta,can tolerate.
tathā,as also
evaca,and certainly
anye,others
nara-loka,human society
vīrāḥ,fighters
ye,those
āhave,on the battlefield (of Kurukṣetra)
kṛṣṇa,Lord Kṛṣṇa’s
mukha-aravindam,face like a lotus flower
netraiḥ,with the eyes
pibantaḥ,while seeing
nayana-abhirāmam,very pleasing to the eyes
pārtha,Arjuna
astra-pūtaḥ,purified by arrows
padam,abode
āpuḥ,achieved
asya,of Him.
svayam,Himself
tu,but
asāmya,unique
atiśayaḥ,greater
tri-adhīśaḥ,Lord of the three
svārājya,independent supremacy
lakṣmī,fortune
āpta,achieved
samasta-kāmaḥ,all desires
balim,worshiping paraphernalia
haradbhiḥ,offered by
cira-loka-pālaiḥ,by the eternal maintainers of the order of creation
kirīṭa-koṭyā,millions of helmets
iḍita-pāda-pīṭhaḥ,feet honored by prayers.
tat,therefore
tasya,His
kaiṅkaryam,service
alam,of course
bhṛtān,the servitors
naḥ,us
viglāpayati,gives pain
aṅga,O Vidura
yat,as much as
ugrasenam,unto King Ugrasena
tiṣṭhan,being seated
niṣaṇṇam,waiting upon Him
parameṣṭhi-dhiṣṇye,on the royal throne
nyabodhayat,submitted
deva,addressing my Lord
nidhāraya,please know it
iti,thus.
aho,alas
bakī,the she-demon (Pūtanā)
yam,whom
stana,of her breast
kāla,deadly
kūṭam,poison
jighāṁsayā,out of envy
apāyayat,nourished
api,although
asādhvī,unfaithful
lebhe,achieved
gatim,destination
dhātrī-ucitām,just suitable for the nurse
tataḥ,beyond whom
anyam,other
kam,who else
vā,certainly
dayālum,merciful
śaraṇam,shelter
vrajema,shall I take.
manye,I think
asurān,the demons
bhāgavatān,great devotees
tri-adhīśe,unto the Lord of the threes
saṁrambha,enmity
mārga,by the way of
abhiniviṣṭa-cittān,absorbed in thought
ye,those
saṁyuge,in the fight
acakṣata,could see
tārkṣya-putram,"Garuḍa, the carrier of the Lord"
aṁse,on the shoulder
sunābha,the wheel
āyudham,one who carries the weapon
āpatantam,coming forward.
vasudevasya,of the wife of Vasudeva
devakyām,in the womb of Devakī
jātaḥ,born of
bhoja-indra,of the King of the Bhojas
bandhane,in the prison house
cikīrṣuḥ,for doing
bhagavān,the Personality of Godhead
asyāḥ,of the earth
śam,welfare
ajena,by Brahmā
abhiyācitaḥ,being prayed for.
tataḥ,thereafter
nanda-vrajam,cow pastures of Nanda Mahārāja
itaḥ,being brought up
pitrā,by His father
kaṁsāt,from Kaṁsa
vibibhyatā,being afraid of
ekādaśa,eleven
samāḥ,years
tatra,therein
gūḍha-arciḥ,covered fire
sa-balaḥ,with Baladeva
avasat,resided.
parītaḥ,surrounded by
vatsapaiḥ,cowherd boys
vatsān,calves
cārayan,"herding, tending"
vyaharat,enjoyed by traveling
vibhuḥ,the Almighty
yamunā,the Yamunā river
upavane,gardens on the shore
kūjat,vibrated by the voice
dvija,the twice-born birds
saṅkulita,densely situated
aṅghripe,in the trees.
kaumārīm,just suitable to childhood
darśayan,while showing
ceṣṭām,activities
prekṣaṇīyām,worthy to be seen
vraja-okasām,by the inhabitants of the land of Vṛndāvana
rudan,crying
iva,just like
hasan,laughing
mugdha,struck with wonder
bāla-siṁha,lion cub
avalokanaḥ,looking like that.
saḥ,He (Lord Kṛṣṇa)
eva,certainly
go-dhanam,the treasure of cows
lakṣmyāḥ,by opulence
niketam,reservoir
sita-go-vṛṣam,beautiful cows and bulls
cārayan,herding
anugān,the followers
gopān,cowherd boys
raṇat,blowing
veṇuḥ,flute
arīramat,enlivened.
prayuktān,engaged
bhoja-rājena,by King Kaṁsa
māyinaḥ,great wizards
kāma-rūpiṇaḥ,who could assume any form they liked
līlayā,in the course of the pastimes
vyanudat,killed
tān,them
tān,as they came there
bālaḥ,the child
krīḍanakān,dolls
iva,like that.
vipannān,perplexed in great difficulties
viṣa-pānena,by drinking poison
nigṛhya,subduing
bhujaga-adhipam,the chief of the reptiles
utthāpya,after coming out
apāyayat,caused to drink
gāvaḥ,the cows
tat,that
toyam,water
prakṛti,natural
sthitam,situated.
ayājayat,made to perform
go-savena,by worship of the cows
gopa-rājam,the king of the cowherds
dvija-uttamaiḥ,by the learnedbrāhmaṇas
vittasya,of the wealth
ca,also
uru-bhārasya,great opulence
cikīrṣan,desiring to act
sat-vyayam,proper utilization
vibhuḥ,the great.
varṣati,in pouring water
indre,"by the King of heaven, Indra"
vrajaḥ,the land of cows (Vṛndāvana)
kopātbhagnamāne,having been in anger on being insulted
ati,highly
vihvalaḥ,perturbed
gotra,the hill for the cows
līlā-ātapatreṇa,by the pastime umbrella
trātaḥ,were protected
bhadra,O sober one
anugṛhṇatā,by the merciful Lord.
śarat,autumn
śaśi,of the moon
karaiḥ,by the shining
mṛṣṭam,brightened
mānayan,thinking so
rajanī-mukham,the face of the night
gāyan,singing
kala-padam,pleasing songs
reme,enjoyed
strīṇām,of the women
maṇḍala-maṇḍanaḥ,as the central beauty of the assembly of women.
uddhavaḥuvāca,Śrī Uddhava said
tataḥ,thereafter
saḥ,the Lord
āgatya,coming
puram,to the city of Mathurā
sva-pitroḥ,own parents
cikīrṣayā,wishing well
śam,well-being
baladeva-saṁyutaḥ,with Lord Baladeva
nipātya,dragging down
tuṅgāt,from the throne
ripu-yūtha-nātham,leader of public enemies
hatam,killed
vyakarṣat,pulled
vyasum,dead
ojasā,by strength
urvyām,on the ground.
sāndīpaneḥ,of Sāndīpani Muni
sakṛt,once only
proktam,instructed
brahma,all theVedaswith their different branches of knowledge
adhītya,after studying
sa-vistaram,in all details
tasmai,unto him
prādāt,rewarded
varam,a benediction
putram,his son
mṛtam,who was already dead
pañca-jana,the region of the departed souls
udarāt,from within.
samāhutāḥ,invited
bhīṣmaka,of King Bhīṣmaka
kanyayā,by the daughter
ye,all those
śriyaḥ,fortune
sa-varṇena,by a similar sequence
bubhūṣayā,expecting to be so
eṣām,of them
gāndharva,in marrying
vṛttyā,by such a custom
miṣatām,carrying so
sva-bhāgam,own share
jahre,took away
padam,feet
mūrdhni,on the head
dadhat,placed
suparṇaḥ,Garuḍa.
kakudminaḥ,bulls
aviddha-nasaḥ,whose noses were not pierced
damitvā,subduing
svayaṁvare,in the open competition to select the bridegroom
nāgnajitīm,Princess Nāgnijitī
uvāha,married
tat-bhagnamānān,in that way all who were disappointed
api,even though
gṛdhyataḥ,wanted
ajñān,the fools
jaghne,killed and wounded
akṣataḥ,without being wounded
śastra-bhṛtaḥ,equipped with all weapons
sva-śastraiḥ,by His own weapons.
priyam,of the dear wife
prabhuḥ,the Lord
grāmyaḥ,ordinary living being
iva,in the manner of
priyāyāḥ,just to please
vidhitsuḥ,wishing
ārcchat,brought about
dyutarum,thepārijātaflower tree
yat,for which
arthe,in the matter of
vajrī,"Indra, the King of heaven"
ādravattam,went forward to fight with Him
sa-gaṇaḥ,with full strength
ruṣā,in anger
andhaḥ,blind
krīḍā-mṛgaḥ,henpecked
nūnam,of course
ayam,this
vadhūnām,of the wives.
sutam,son
mṛdhe,in the fight
kham,the sky
vapuṣā,by his body
grasantam,while devouring
dṛṣṭvā,seeing
sunābha,by the Sudarśana wheel
unmathitam,killed
dharitryā,by the earth
āmantritaḥ,being prayed for
tat-tanayāya,to the son of Narakāsura
śeṣam,that which was taken from
dattvā,returning it
tat,his
antaḥ-puram,inside the house
āviveśa,entered.
tatra,inside the house of Narakāsura
āhṛtāḥ,kidnapped
tāḥ,all those
nara-deva-kanyāḥ,daughters of many kings
kujena,by the demon
dṛṣṭvā,by seeing
harim,the Lord
ārta-bandhum,the friend of the distressed
utthāya,at once got up
sadyaḥ,then and there
jagṛhuḥ,accepted
praharṣa,joyfully
vrīḍa,shyness
anurāga,attachment
prahita-avalokaiḥ,by eager glances.
āsām,all those
muhūrte,at one time
ekasmin,simultaneously
nānā-āgāreṣu,in different compartments
yoṣitām,of the women
sa-vidham,with perfect rituals
jagṛhe,accepted
pāṇīn,hands
anurūpaḥ,exactly to match
sva-māyayā,by His internal potency.
tāsu,unto them
apatyāni,offspring
ajanayat,begot
ātma-tulyāni,all like Himself
sarvataḥ,in all respects
eka-ekasyām,in each and every one of them
daśa,ten
daśa,ten
prakṛteḥ,for expanding Himself
vibubhūṣayā,so desiring.
kāla,Kālayavana
māgadha,the King of Magadha (Jarāsandha)
śālva,King Śālva
ādīn,and others
anīkaiḥ,by the soldiers
rundhataḥ,being encircled
puram,the city of Mathurā
ajīghanat,killed
svayam,personally
divyam,transcendental
sva-puṁsām,of His own men
tejaḥ,prowess
ādiśat,exhibited.
śambaram,Śambara
dvividam,Dvivida
bāṇam,Bāṇa
muram,Mura
balvalam,Balvala
evaca,as also
anyān,others
ca,also
dantavakra-ādīn,like Dantavakra and others
avadhīt,killed
kānca,and many others
ghātayat,caused to be killed.
atha,thereafter
te,your
bhrātṛ-putrāṇām,of the nephews
pakṣayoḥ,of both sides
patitān,killed
nṛpān,kings
